,0,1,2,3,4,5,6,7,8,11,12,13
10,NOTARÍA 2, SAN FRANCISCO DEL RINCON, GUANAJUATO, CARACTER: TITULAR, CONCEPCION 204 B SUR, CENTRO  SAN FRANCISCO DEL RINCON, GUANAJUATO, Socio desde: 2018, 01 476 743 21 80,notario2sanfrancisco@prodigy.net.mx,,
11,NOTARÍA 1, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, REVOLUCION 21 INT. 2NDO PISO, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 462 635 0080,armando_cabria@hotmail.com,,
12,NOTARÍA 8, VALLE DE SANTIAGO, GUANAJUATO, CARACTER: TITULAR, EMILIO CARRANZA 26, CENTRO  VALLE DE SANTIAGO, GUANAJUATO, Socio desde: 2008, 01 456 643 0092,tapanotario8_valledesantiago@hotmail.com,,
13,NOTARÍA 3, YURIRIA, GUANAJUATO, CARACTER: TITULAR, PORTAL ITURBIDE 4, CENTRO  YURIRIA, GUANAJUATO, Socio desde: 1993, 01 445 168-20-65,licarturo@prodigy.net.mx,,
14,NOTARÍA 9, CELAYA, GUANAJUATO, CARACTER: TITULAR, PIPILA 138, CENTRO  CELAYA, GUANAJUATO, Socio desde: 1984, EXT. 102,notaria9celaya@notaria9celaya.com,,
15,NOTARÍA 7, MANUEL DOBLADO, GUANAJUATO, CARACTER: TITULAR, PIPILA CD. MANUEL DOBLADO 9, ZONA CENTRO  MANUEL DOBLADO, GUANAJUATO, Socio desde: 2002, 01 432 74 406-06,arthurnot7@prodigy.net.mx,,
16,NOTARÍA 8, PURISIMA DEL RINCON, GUANAJUATO, CARACTER: TITULAR, BENITO JUAREZ 110, CENTRO  PURISIMA DEL RINCON, GUANAJUATO, Socio desde: 2008, 01 476 743 57 86,notariaochopurisima@prodigy.net.mx,,
17,NOTARÍA 87, LEON, GUANAJUATO, CARACTER: TITULAR, CONDOMINIO MADERO 219 INT. 112, CENTRO  LEON, GUANAJUATO, Socio desde: 2004, EL MISMO,notaria87_reyes@hotmail.com,,
18,NOTARÍA 1, JARAL DEL PROGRESO, GUANAJUATO, CARACTER: TITULAR, AV. JUAREZ 119 INT. ALTOS, CENTRO  JARAL DEL PROGRESO, GUANAJUATO, Socio desde: 2008, 01 411 6610627,basiliorojas@prodigy.net.mx,,
19,NOTARÍA 47, CELAYA, GUANAJUATO, CARACTER: TITULAR, PROL FRANCISCO I MADERO 716, CENTRO  CELAYA, GUANAJUATO, Socio desde: 2013, 14616139158,blancajg@prodigy.net.mx,,
20,NOTARÍA 3, CORTAZAR, GUANAJUATO, CARACTER: TITULAR, AV. ZARAGOZA 112 INT. C, CENTRO  CORTAZAR, GUANAJUATO, Socio desde: 1985, 0141 1160 1075,notblanca@prodigy.net.mx,,
21,NOTARÍA 60, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AV. JUAREZ 168 INT. 1ER PISO, ZONA CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 2000, 01 462 624 83 83,notpub60casas@prodigy.net.mx,,
22,NOTARÍA 11, CELAYA, GUANAJUATO, CARACTER: TITULAR, VELAZQUEZ 405, ROSALINDA 1A. SECCION  CELAYA, GUANAJUATO, Socio desde: 2002, 01 461 614 33 12,lichurtadonp11@hotmail.com,,
23,NOTARÍA 7, SALVATIERRA, GUANAJUATO, CARACTER: TITULAR, MELCHOR OCAMPO 342, CENTRO  SALVATIERRA, GUANAJUATO, Socio desde: 2008, 01 466 663 0666,notariapublica07@hotmail.com,,
24,NOTARÍA 8, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, BLVD. LAZARO CARDENAS 1691 INT. D, SAN PEDRO  IRAPUATO, GUANAJUATO, Socio desde: 2003, ,notariairapuato8@prodigy.net.mx,,
25,NOTARÍA 2, YURIRIA, GUANAJUATO, CARACTER: TITULAR, HIDALGO 34 INT. A, CENTRO  YURIRIA, GUANAJUATO, Socio desde: 1993, ,notaria2yuriria@msn.com,,
26,NOTARÍA 53, LEON, GUANAJUATO, CARACTER: TITULAR, CALLE RICARDO CASTRO 207, LEON MODERNO  LEON, GUANAJUATO, Socio desde: 1995, 01 477-714-22-37,echicos@prodigy.net.mx,,
27,NOTARÍA 82, LEON, GUANAJUATO, CARACTER: TITULAR, AV. ROMA 317, ANDRADE  LEON, GUANAJUATO, Socio desde: 1986, TEL. Y FAX,notariapublica82@duranycia.com,,
28,NOTARÍA 3, CELAYA, GUANAJUATO, CARACTER: TITULAR, ALVARO OBREGON 603, ALAMEDA  CELAYA, GUANAJUATO, Socio desde: 1992, LOS DOS TELEFONOS,notario@notaria3.com,,
29,NOTARÍA 47, LEON, GUANAJUATO, CARACTER: TITULAR, MANUEL S. VAZQUEZ 121, LOS PARAISOS  LEON, GUANAJUATO, Socio desde: 1990, TODOS LOS TELS.,emacicha47@hotmail.com,,
30,NOTARÍA 15, SAN FRANCISCO DEL RINCON, GUANAJUATO, CARACTER: TITULAR, CUAUHTEMOC 509 INT. 301, VILLAS DEL MORAL  SAN FRANCISCO DEL RINCON, GUANAJUATO, Socio desde: 2006, 01 476 743 5761,eriktorresnotario15@hotmail.com,,
31,NOTARÍA 6, CELAYA, GUANAJUATO, CARACTER: TITULAR, ALVARO OBREGON 377, ZONA CENTRO  CELAYA, GUANAJUATO, Socio desde: 1998, ,notaria6celaya@prodigy.net.mx,,
32,NOTARÍA 42, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, PASEO MIRADOR DEL VALLE 630 INT. B, EJIDO VILLAS DE IRAPUATO  IRAPUATO, GUANAJUATO, Socio desde: 1970, 01 462 6350163,eam@alur.com.mx,,
33,NOTARÍA 67, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, PASEO MIRADOR DEL VALLE 630 INT. B, VILLAS DE IRAPUATO  IRAPUATO, GUANAJUATO, Socio desde: 1997, 01 462-635-01-63,ealbo@grupoalde.com.mx,,
34,NOTARÍA 29, LEON, GUANAJUATO, CARACTER: TITULAR, SAN JUDAS TADEO 205, LA MARTINICA  LEON, GUANAJUATO, Socio desde: 2000, 01 477 763 29 63,eugeniochicog@aol.com,,
35,NOTARÍA 25, CELAYA, GUANAJUATO, CARACTER: TITULAR, AGUSTIN ARROYO CH 201 INT. A, ALAMEDA  CELAYA, GUANAJUATO, Socio desde: 1984, ,pes25@prodigy.net.mx,,
36,NOTARÍA 6, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, BOULEVARD DIAZ ORDAZ 1225 INT. 801, LAS REYNAS  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 462 62 52205,feraal@prodigy.net.mx,,
37,NOTARÍA 6, URIANGATO, GUANAJUATO, CARACTER: TITULAR, MIGUEL HIDALGO 26, CENTRO  URIANGATO, GUANAJUATO, Socio desde: 1993, ,fidelvazquezm@prodigy.net.mx,,
38,NOTARÍA 21, CELAYA, GUANAJUATO, CARACTER: TITULAR, GRAL. IGNACIO ALLENDE SUR 122, ZONA CENTRO  CELAYA, GUANAJUATO, Socio desde: 2006, 01 461 612 6059,alejandro_lara_r@yahoo.com.mx,,
39,NOTARÍA 92, LEON, GUANAJUATO, CARACTER: TITULAR, ROCIO 307, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2013, 01477 779 57 18,notapu92@gmail.com,,
40,NOTARÍA 43, CELAYA, GUANAJUATO, CARACTER: TITULAR, BENITO JUAREZ SUR 115 INT. 101, ZONA CENTRO  CELAYA, GUANAJUATO, Socio desde: 1978, ,guizaalday@prodigy.net.mx,,
41,NOTARÍA 1, SAN FELIPE, GUANAJUATO, CARACTER: TITULAR, PROFESORES 22, CENTRO  SAN FELIPE, GUANAJUATO, Socio desde: 1984, ,nota1ortiz@hotmail.com,,
42,NOTARÍA 5, SILAO, GUANAJUATO, CARACTER: TITULAR, FUNDACION 15 ALTOS, CENTRO  SILAO, GUANAJUATO, Socio desde: 1977, 01 472-722-04-59,fvelazqueznotaria5@yahoo.com.mx,,
43,NOTARÍA 4, YURIRIA, GUANAJUATO, CARACTER: TITULAR, VICENTE GUERRERO 5 INT. A, CENTRO  YURIRIA, GUANAJUATO, Socio desde: 2010, 01 445 168 2121,notariacuatroyuriria@prodigy.net.mx,,
44,NOTARÍA 11, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, CASAMATA 15, LOMA DE POZUELOS  GUANAJUATO, GUANAJUATO, Socio desde: 2014, 01 473 733 9784,gabino_carbajo9@hotmail.com,,
45,NOTARÍA 60, LEON, GUANAJUATO, CARACTER: TITULAR, HIDALGO 212 INT. 405 A, CENTRO  LEON, GUANAJUATO, Socio desde: 2008, 01 477 716 6619,gpuente60@prodigy.net.mx,,
46,NOTARÍA 72, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, CALLE PLAYA 554, LAS REYNAS  IRAPUATO, GUANAJUATO, Socio desde: 2003, MISMO,gloriayicheo@prodigy.net.mx,,
47,NOTARÍA 7, DOLORES HIDALGO, GUANAJUATO, CARACTER: TITULAR, GUERRERO 14, ZONA CENTRO  DOLORES HIDALGO, GUANAJUATO, Socio desde: 1998, (01 418) 182-23-33,gracielacarranza7@hotmail.com,,
48,NOTARÍA 10, ACAMBARO, GUANAJUATO, CARACTER: TITULAR, AVENIDA 1o DE MAYO 425, CENTRO  ACAMBARO, GUANAJUATO, Socio desde: 2008, 01 417 17 254 44,notariap10@hotmail.com,,
49,NOTARÍA 20, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, GOMEZ FARIAS 405, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 462 627 0909,loren_garibay@hotmail.com,,
50,NOTARÍA 23, PASEO EL GRANDE, GUANAJUATO, CARACTER: TITULAR, MANUEL DOBLADO 113, CENTRO  PASEO EL GRANDE, GUANAJUATO, Socio desde: 1993, ,XXIII8a@hotmail.com,,
51,NOTARÍA 1, URIANGATO, GUANAJUATO, CARACTER: TITULAR, PORTAL INDEPENDENCIA 17, CENTRO  URIANGATO, GUANAJUATO, Socio desde: 1993, ,hecgartor@prodigy.net.mx,,
52,NOTARÍA 37, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AV. VICENTE GUERRERO 2 INT. 108 Y 110, ZONA CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 1996, ,notaria37_fuerte@prodigy.net.mx,,
53,NOTARÍA 8, CELAYA, GUANAJUATO, CARACTER: TITULAR, RIO BRAVO, EDIFICIO MALDEZ 138 INT. B, ALAMEDA  CELAYA, GUANAJUATO, Socio desde: 1992,, 'com');notaria8celaya@yahoo.com],
54,NOTARÍA 34, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, BOULEVARD GUANAJUATO 67, POZUELOS  GUANAJUATO, GUANAJUATO, Socio desde: 2014, ,notaria34hmrs@hotmail.com,,
55,NOTARÍA 71, LEON, GUANAJUATO, CARACTER: TITULAR, LONDRES 106-A, ANDRADE  LEON, GUANAJUATO, Socio desde: 1970, 01 477 716 70 36,notaria71leon@hotmail.com,,
56,NOTARÍA 58, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, BLVD. DIAZ ORDAZ 1225 INT. TORRE 1 DESPACHO 202, LAS REYNAS  IRAPUATO, GUANAJUATO, Socio desde: 2002, 01 462 135 01 11,notaria58irapuatogto@gmail.com,,
57,NOTARÍA 89, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD.ADOLFO LOPEZ MATEOS 121 OTE INT. 202, ZONA CENTRO  LEON, GUANAJUATO, Socio desde: 1992, ,notpub89@prodigy.net.mx,,
58,NOTARÍA 2, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, PASEO DE LA PRESA 70 A INT. 3ER PISO, CENTRO  GUANAJUATO, GUANAJUATO, Socio desde: 1993, 01 473 73 1 21 16,notario2gtomx@yahoo.com.mx,,
59,NOTARÍA 9, VALLE DE SANTIAGO, GUANAJUATO, CARACTER: TITULAR, ZARAGOZA 65, ZONA CENTRO  VALLE DE SANTIAGO, GUANAJUATO, Socio desde: 2004, 01 456 643 01 67,jjslnotaria9@hotmail.com,,
60,NOTARÍA 109, LEON, GUANAJUATO, CARACTER: TITULAR, 5 DE MAYO 123 INT. DESPACHO 2-A EDIFICIO GALERIAS, CENTRO  LEON, GUANAJUATO, Socio desde: 2008, 01 477 713 2881,notaria109leon@outlook.es,,
61,NOTARÍA 32, LEON, GUANAJUATO, CARACTER: TITULAR, 20 DE ENERO PLANTA BAJA 322, CENTRO  LEON, GUANAJUATO, Socio desde: 1994, ,notariapublica32leon@hotmail.com,,
62,NOTARÍA 93, LEON GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, EMILIANO ZAPATA 215 INT. P.A., ZONA CENTRO  LEON GUANAJUATO, GUANAJUATO, Socio desde: 2006, 01 477 714 78 73,camposasociados93@hotmail.com,,
63,NOTARÍA 10, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AVENIDA GUERRERO 293 INT. 201, ZONA CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 462 62 60824,jesus_lopez_vanegas@hotmail.com,,
64,NOTARÍA 1, CELAYA, GUANAJUATO, CARACTER: TITULAR, PASEO DEL BAJIO 113, JARDINES DE CELAYA 1A. SECCION  CELAYA, GUANAJUATO, Socio desde: 1998, (01 461) 613-11-04,deanda@notaria1c.com.mx,,
65,NOTARÍA 84, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD CAMPESTRE 206, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2014, 01 477 717 0174,jaime430@hotmail.com,,
66,NOTARÍA 91, LEON, GUANAJUATO, CARACTER: TITULAR, CALLE BEETHOVEN 205, LEON MODERNO  LEON, GUANAJUATO, Socio desde: 2004, 01 477 770 7010,notaria_91@hotmail.com,,
67,NOTARÍA 15, LEON, GUANAJUATO, CARACTER: TITULAR, PASEO DEL MORAL 315, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2000, LOS MISMOS,cesars@notaria15leon.com,,
68,NOTARÍA 104, LEON, GUANAJUATO, CARACTER: TITULAR, AVENIDA GUANAJUATO 405, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2000, ,luisvega@notaria104leon.com,,
69,NOTARÍA 100, LEON, GUANAJUATO, CARACTER: TITULAR, PASEO DE LOS INSURGENTES 210 INT. PLAZA 500, PISO 7, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 1986,, 'net.mx');nota100@prodigy.net.mx],
70,NOTARÍA 9, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, HIDALGO 35, CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 1975, ,jorgegarcia@notaria9sma.com.mx,,
71,NOTARÍA 95, LEON, GUANAJUATO, CARACTER: TITULAR, PASEO DEL MORAL 506, FRACC. JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 1996, 01 477-716-64-79,jorgehcarpio@prodigy.net.mx,,
72,NOTARÍA 28, CELAYA, GUANAJUATO, CARACTER: TITULAR, AZTECAS 402 INT. ALTOS, LOS ANGELES  CELAYA, GUANAJUATO, Socio desde: 1982, ,negreteq@yahoo.com,,
73,NOTARÍA 49, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AV. PEDRO MARTINEZ VAZQUEZ 652, FRACC. EUCALIPTOS  IRAPUATO, GUANAJUATO, Socio desde: 1984, EXT. 109,, 'com.mx');jagh@notaria49irapuato.com.mx],
74,NOTARÍA 18, LEON, GUANAJUATO, CARACTER: TITULAR, CALLE FARALLON 226, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 1995, ,notariajunquera_18@hotmail.com,,
75,NOTARÍA 45, LEON, GUANAJUATO, CARACTER: TITULAR, CALLE LAJA 126, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 1995, LOS MISMOS,zavalanotaria@hotmail.com,,
76,NOTARÍA 37, LEON, GUANAJUATO, CARACTER: TITULAR, AV. ROMA 804 INT. 4, ANDRADE  LEON, GUANAJUATO, Socio desde: 2004, 01 477 714-28 39,notaria37_leon@yahoo.com.mx,,
77,NOTARÍA 107, LEON, GUANAJUATO, CARACTER: TITULAR, LA PAZ 222, CENTRO  LEON, GUANAJUATO, Socio desde: 1980, 0147 7716 9151,ciro107@prodigy.net.mx,,
78,NOTARÍA 36, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, CALLE TRES GUERRAS 811, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 1975, 01 462-627-53-07,cancholanotaria36@yahoo.com.mx,,
79,NOTARÍA 30, LEON, GUANAJUATO, CARACTER: TITULAR, AVENIDA PANORAMA 508, PANORAMA  LEON, GUANAJUATO, Socio desde: 2000, 01 477 688 2400,corporativo@notaria30leon.com.mx,,
80,NOTARÍA 2, JUVENTINO ROSAS, GUANAJUATO, CARACTER: TITULAR, HIDALGO 208 INT. ALTOS, CENTRO  JUVENTINO ROSAS, GUANAJUATO, Socio desde: 2003, 01 412 15 740 43,huertayabogados1@prodigy.net.mx,,
81,NOTARÍA 19, LEON, GUANAJUATO, CARACTER: TITULAR, VENECIA (GLORIETA) 325 INT. A, ANDRADE  LEON, GUANAJUATO, Socio desde: 1996, 0147 7713 3261,jlomeli@notaria19.com.mx,,
82,NOTARÍA 64, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AV. ESCUELA MEDICO MILITAR CONJUNTO FLORIDA 88 INT. 1003 A – 10 PISO, JARDINES DE IRAPUATO  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 462 62 41000,asuntos.notaria64@hotmail.com,,
83,NOTARÍA 1, SAN FRANCISCO DEL RINCON, GUANAJUATO, CARACTER: TITULAR, TOMAS PADILLA 118, ZONA CENTRO  SAN FRANCISCO DEL RINCON, GUANAJUATO, Socio desde: 1995, ,notaria1_joseluis@hotmail.com,,
84,NOTARÍA 11, SAN MIGUEL DE ALLENDE., GUANAJUATO, CARACTER: TITULAR, UMARAN 18 INT. 1ER PISO, CENTRO  SAN MIGUEL DE ALLENDE., GUANAJUATO, Socio desde: 2008, ,abogadomartin@hotmail.com,,
85,NOTARÍA 53, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, FRANCISCO SARABIA 122 PTE, LA MODERNA  IRAPUATO, GUANAJUATO, Socio desde: 2005, 01 462 624 0425,jlvazquezcamarena@notaria53irapuato.com.mx,,
86,NOTARÍA 9, SALAMANCA, GUANAJUATO, CARACTER: TITULAR, MONTERREY 201, CENTRO  SALAMANCA, GUANAJUATO, Socio desde: 1974, 01 464 64 8 01 22,notariapublica9@hotmail.com,,
87,NOTARÍA 98, LEON, GUANAJUATO, CARACTER: TITULAR, BLV. ADOLFO LOPEZ MATEOS 825 PTE INT. PLANTA BAJA, OBRERA  LEON, GUANAJUATO, Socio desde: 1994, TODAS LAS LINEAS,leonnotaria98@aol.com,,
88,NOTARÍA 5, YURIRIA, GUANAJUATO, CARACTER: TITULAR, HIDALGO 34 INT. C, CENTRO  YURIRIA, GUANAJUATO, Socio desde: 2000, ,guaj5905@prodigy.net.mx,,
89,NOTARÍA 13, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, SOPEÑA 5 INT. 1, CENTRO  GUANAJUATO, GUANAJUATO, Socio desde: 1979, ,notaria13gto@hotmail.com,,
90,NOTARÍA 11, PENJAMO, GUANAJUATO, CARACTER: TITULAR, PROLONGACION ABASOLO 209, SANTA ANA PACUECO  PENJAMO, GUANAJUATO, Socio desde: 1984, 01 352 526 3921,camacho_notaria11@hotmail.com,,
91,NOTARÍA 8, SILAO, GUANAJUATO, CARACTER: TITULAR, 5 DE MAYO 26 B, ZONA CENTRO  SILAO, GUANAJUATO, Socio desde: 2013, 14727221058,jzamoranotaria8silao@hotmail.com,,
92,NOTARÍA 3, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, CANAL 134 , CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 2004, 01415 152 0543,rubionot@prodigy.net.mx,,
93,NOTARÍA 5, LEON, GUANAJUATO, CARACTER: TITULAR, PROLONGACION CALZADA 106, LA MARTINICA  LEON, GUANAJUATO, Socio desde: 2004, 01 477 763 31 32,notario5@yahoo.com,,
94,NOTARÍA 41, LEON, GUANAJUATO, CARACTER: TITULAR, PURISIMA 504, MODERNA  LEON, GUANAJUATO, Socio desde: 1975, TELS. Y FAX,learandav@hotmail.com,,
95,NOTARÍA 2, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, CALZADA DE LA PRESA 16, ZONA CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 2004, ,lfshtalc@hotmail.com,,
96,NOTARÍA 22, LEON, GUANAJUATO, CARACTER: TITULAR, CALLE 5 DE FEBRERO 101 INT. 111, ZONA CENTRO  LEON, GUANAJUATO, Socio desde: 2010, 01 477 713 3028,notaria22leongto@yahoo.com.mx,,
97,NOTARÍA 27, LEON, GUANAJUATO, CARACTER: TITULAR, PASEO DE LOS INSURGENTES 210 INT. 601, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2010, 01 477 718 2411,lmha@prodigy.net.mx,,
98,NOTARÍA 14, LEON, GUANAJUATO, CARACTER: TITULAR, CHIAPAS 603, ARBIDE  LEON, GUANAJUATO, Socio desde: 2004, LOS MISMOS,notaria14leongto@yahoo.com.mx,,
99,NOTARÍA 52, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, PASE DE LAS FRESAS 200, JARDINES DE IRAPUATO  IRAPUATO, GUANAJUATO, Socio desde: 2007, 01 462 6244065,juareznotaria52@hotmail.com,,
100,NOTARÍA 55, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, BLVD. JUAN JOSE TORRES LANDA 783, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 1990, 01 462 626.52.55,mr.camarena@np55.com,,
101,NOTARÍA 31, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, AGORA DEL BARATILO INT. DESP 13, CENTRO  GUANAJUATO, GUANAJUATO, Socio desde: 2004, 0147 3732 2980,notaria31gto@hotmail.com,,
102,NOTARÍA 55, CELAYA, GUANAJUATO, CARACTER: TITULAR, VILLA HERMOSA 103, ALAMEDA  CELAYA, GUANAJUATO, Socio desde: 2007, 01 461 616 0440,notaria55mx@yahoo.es,,
103,NOTARÍA 105, LEON, GUANAJUATO, CARACTER: TITULAR, NIEBLA 209, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 1995, 01 477-716-14-45,notaria_105@prodigy.net.mx,,
104,NOTARÍA 9, CORTAZAR, GUANAJUATO, CARACTER: TITULAR, PORTAL CONSTITUCION 105-B, ZONA CENTRO  CORTAZAR, GUANAJUATO, Socio desde: 1998, ,mategono@hotmail.com,,
105,NOTARÍA 64, LEON, GUANAJUATO, CARACTER: TITULAR, ALVARO OBREGON EDIF. 5 DE MAYO 101 INT. B – DESP 502, ZONA CENTRO  LEON, GUANAJUATO, Socio desde: 2009, 01 477 713 2841,rubioisusi@hotmail.com,,
106,NOTARÍA 18, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, BOULEVARD DIAZ ORDAZ 3274 INT. DESPACHO 401, LAS REYNAS  IRAPUATO, GUANAJUATO, Socio desde: 2008, 01 46 26 24 0880,marcelachicoh@hotmail.com,,
107,NOTARÍA 51, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, PROL. AV. GUERRERO EDIF. CENTRO PLAZA 3463 INT. 1ER PISO, LAS PLAZAS  IRAPUATO, GUANAJUATO, Socio desde: 1981, (01)462-625-43-59,abc1234@prodigy.net.mx,,
108,NOTARÍA 8, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, HIDALGO 6, CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 1975, ,despachoscarbajo@yahoo.com,,
109,NOTARÍA 19, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, SUBIDA BLVD. GUANAJUATO 16, NUEVO GUANAJUATO, POZUELOS  GUANAJUATO, GUANAJUATO, Socio desde: 1999,, 'com');nietocarmen@hotmail.com],
110,NOTARÍA 6, ACAMBARO, GUANAJUATO, CARACTER: TITULAR, DR. FRANCISCO SAMANO 69 INT. 2, CENTRO  ACAMBARO, GUANAJUATO, Socio desde: 1999, (01 417) 172-20-19,notaria6casasrosario@prodigy.net.mx,,
111,NOTARÍA 1, MANUEL DOBLADO, GUANAJUATO, CARACTER: TITULAR, IGNACIO ALLENDE 115 INT. 2, CENTRO  MANUEL DOBLADO, GUANAJUATO, Socio desde: 1999, (01 432) 744-01-48,lopezcarmonarosario@prodigy.net.mx,,
112,NOTARÍA 10, PURISIMA DEL RINCON, GUANAJUATO, CARACTER: TITULAR, JOSE LOPEZ MOJICA 113, CENTRO  PURISIMA DEL RINCON, GUANAJUATO, Socio desde: 2008, ,notaria10purisimagto@hotmail.com,,
113,NOTARÍA 4, VALLE DE SANTIAGO, GUANAJUATO, CARACTER: TITULAR, EMILIO CARRANZA 42 INT. B INTERIOR 1, ZONA CENTRO  VALLE DE SANTIAGO, GUANAJUATO, Socio desde: 2008, 01 456 64 329 32,notaria4valle@gmail.com,,
