,0,1,2,3,4,5,6,7,8,11,12,13
28,NOTARÍA 1, ZACUALTIPAN, HIDALGO, CARACTER: ADSCRITO, PLAZA CONSTITUCION 10 INT. 2NDO PISO, CENTRO  ZACUALTIPAN, HIDALGO, Socio desde: 2004, 0177 4742 0108,notaria_uno_zacualtipan@hotmail.com,,
29,NOTARÍA 5, TIZAYUCA, HIDALGO, CARACTER: TITULAR, AVENIDA NIÑOS HEROES 34, CUXTITLA  TIZAYUCA, HIDALGO, Socio desde: 2005, 01 779 100 60 24,notaria5fmlg@prodigy.net.mx,,
30,NOTARÍA 15, PACHUCA, HIDALGO, CARACTER: ADSCRITO, VALLE DE BRAVO 100 INT. 1, VALLE DE SAN JAVIER  PACHUCA, HIDALGO, Socio desde: 2012, 01 77192488,servicioaclientes@notaria15pachuca.com.mx,,
31,NOTARÍA 5, TIZAYUCA, HIDALGO, CARACTER: ADSCRITO, AVENIDA NIÑOS HEROES 34, CUXTITLA  TIZAYUCA, HIDALGO, Socio desde: 2008, 01 779 100 6024,franciscosamperio@hotmail.com,,
32,NOTARÍA 4, TIZAYUCA, HIDALGO, CARACTER: TITULAR, IGNACIO RODRIGUEZ GALVAN 12 INT. 2NDO PISO, CENTRO  TIZAYUCA, HIDALGO, Socio desde: 1989, LOS MISMOS,notaria4_gna@hotmail.com,,
33,NOTARÍA 17, PACHUCA, HIDALGO, CARACTER: TITULAR, JOSE MARIA BANDERA 800, FRACCIONAMIENTO TIRO  PACHUCA, HIDALGO, Socio desde: 2012, 01 771 107 0946,contacto@notaria17hidalgo.com,,
34,NOTARÍA 3, PACHUCA DE SOTO, HIDALGO, CARACTER: TITULAR, BLVD VALLE DE SAN JAVIER 101 INT. 5TO PISO, FRACC. VALLE DE SAN JAVIER  PACHUCA DE SOTO, HIDALGO, Socio desde: 2000, TELS Y FAX,gmm@notariatrespachuca.mx,,
35,NOTARÍA 3, TIZAYUCA, HIDALGO, CARACTER: TITULAR, AV. JUAREZ NORTE 115, CENTRO  TIZAYUCA, HIDALGO, Socio desde: 1984, TODOS LOS TELS.,gdmg1979@hotmail.com,,
36,NOTARÍA 3, TEPEJI DEL RIO DE OCAMPO, HIDALGO, CARACTER: TITULAR, MELCHOR OCAMPO 90 INT. 1, SAN MATEO  TEPEJI DEL RIO DE OCAMPO, HIDALGO, Socio desde: 2008, 01 773 73 339 00,contacto@notaria3tepeji.com,,
37,NOTARÍA 19, PACHUCA DE SOTO, HIDALGO, CARACTER: TITULAR, AV CAMINO REAL DE LA PLATA 519 P BAJA LOTE 88, ZONA PLATEADA  PACHUCA DE SOTO, HIDALGO, Socio desde: 2012, ,gustavo.notario19@notaria19pachuca.com.mx,,
38,NOTARÍA 10, PACHUCA, HIDALGO, CARACTER: TITULAR, MEJIA 102 A, CENTRO  PACHUCA, HIDALGO, Socio desde: 1981, 0177 1714 3805,notdiez@prodigy.net.mx,,
39,NOTARÍA 5, ACTOPAN, HIDALGO, CARACTER: ADSCRITO, ZARAGOZA 30 INT. A, CENTRO  ACTOPAN, HIDALGO, Socio desde: 2011, ,lic_hugobolioa@hotmail.com,,
40,NOTARÍA 3, TEPEJI DEL RIO, HIDALGO, CARACTER: ADSCRITO, MELCHOR OCAMPO 90 INT. LOCAL 1, SAN MATEO  TEPEJI DEL RIO, HIDALGO, Socio desde: 2012, 01 773 733 3900,jconde@notaria3tepeji.com,,
41,NOTARÍA 17, ATITALAQUIA, HIDALGO, CARACTER: TITULAR, GENERAL IGNACIO ENRIQUEZ 22, CENTRO  ATITALAQUIA, HIDALGO, Socio desde: 2017, 7787374249,notaria17atitalaquia@gmail.com,,
42,NOTARÍA 8, TULANCINGO DE BRAVO, HIDALGO, CARACTER: ADSCRITO, AV. JUAREZ SUR 101-B INT. 10, PISO 1, CENTRO  TULANCINGO DE BRAVO, HIDALGO, Socio desde: 2018,, 'net.mx');notaria8tulancingo@prodigy.net.mx],
43,NOTARÍA 3, TULANCINGO, HIDALGO, CARACTER: TITULAR, 5 DE MAYO 112, CENTRO  TULANCINGO, HIDALGO, Socio desde: 2000, 01 775 753 57 28,necax@hotmail.com,,
44,NOTARÍA 1, ZIMAPAN, HIDALGO, CARACTER: TITULAR, LEANDRO VALLE S/N, CENTRO  ZIMAPAN, HIDALGO, Socio desde: 1984, 0175 9728 2399,notaria1zimapanhgo@yahoo.com,,
45,NOTARÍA 6, TULA DE ALLENDE, HIDALGO, CARACTER: TITULAR, MELCHOR OCAMPO 10 INT. L.B. 1ER PISO, SAN LORENZO  TULA DE ALLENDE, HIDALGO, Socio desde: 2006, 01 773 732 61 77,notaria6tula@prodigy.net.mx,,
46,NOTARÍA 10, TEPEJI DEL RÍO DE OCAMPO, HIDALGO, CARACTER: ADSCRITO, HEROES 6 INT. 2, SAN FRANCISCO 1A. SECCIÓN  TEPEJI DEL RÍO DE OCAMPO, HIDALGO, Socio desde: 2013, 01 773 733 1585,notaria10tepeji@yahoo.com.mx,,
47,NOTARÍA 6, MIXQUIAHUALA DE JUAREZ, HIDALGO, CARACTER: TITULAR, AVENIDA HIDALGO 35, CENTRO  MIXQUIAHUALA DE JUAREZ, HIDALGO, Socio desde: 2016, 7387350342,notaria6mixquiahuala@gmail.com,,
48,NOTARÍA 5, ACTOPAN, HIDALGO, CARACTER: TITULAR, MORELOS 2, CENTRO  ACTOPAN, HIDALGO, Socio desde: 2011, 01 772 727 2817,lic_josealberto@hotmail.com,,
49,NOTARÍA 4, PACHUCA, HIDALGO, CARACTER: TITULAR, AV. REVOLUCION 804, PERIODISTAS  PACHUCA, HIDALGO, Socio desde: 1975, 0177 1714 0033,jalfredo_sepulveda@hotmail.com,,
50,NOTARÍA 22, PACHUCA, HIDALGO, CARACTER: ADSCRITO, BOULEVARD VALLE DE SAN JAVIER 520, FRACC. SAN JAVIER  PACHUCA, HIDALGO, Socio desde: 2011, 01 771 719 6732,notaria22pachuca@gmail.com,,
51,NOTARÍA 9, CUAUTEPEC DE HINOJOSA, HIDALGO, CARACTER: TITULAR, CORREGIDORA 212 NTE, CENTRO  CUAUTEPEC DE HINOJOSA, HIDALGO, Socio desde: 2007, 01 775 7703 501,marrocasmx@hotmail.com,,
52,NOTARÍA 4, OBREGON, HIDALGO, CARACTER: ADSCRITO, AV. TITO ESTRADA 20, CENTRO  OBREGON, HIDALGO, Socio desde: 2010, 01 738735 7557,notaria4mix@hotmail.com,,
53,NOTARÍA 6, SAHAGUN, HIDALGO, CARACTER: TITULAR, AVENIDA PERIFERICO SUR LOCAL 7 – 9, FRACCIONAMIENTO LAS HACIENDAS  SAHAGUN, HIDALGO, Socio desde: 2017, 7919137268,not_6tepeapulco@hotmail.com,,
54,NOTARÍA 14, PACHUCA, HIDALGO, CARACTER: ADSCRITO, ARTICULO TERCERO TORRE COBY 97 INT. 2NDO PISO, FRACC CONSTITUCION  PACHUCA, HIDALGO, Socio desde: 2004, 0177 1107 2636,informacion@notaria14pachuca.mx,,
55,NOTARÍA 11, TULA DE ALLENDE, HIDALGO, CARACTER: ADSCRITO, TULA ITURBE KM 1, VILLAS DEL SALITRE  TULA DE ALLENDE, HIDALGO, Socio desde: 2013, ,antonioramirezhe@gmail.com,,
56,NOTARÍA 5, TEPEJI DEL RIO DE OCAMPO, HIDALGO, CARACTER: TITULAR, AV. MELCHOR OCAMPO 36 INT. APTDO POSTAL 11427, CENTRO  TEPEJI DEL RIO DE OCAMPO, HIDALGO, Socio desde: 1986, 01 773-733-00-08,notaria5tepeji.hidalgo@gmail.com,,
57,NOTARÍA 7, PACHUCA, HIDALGO, CARACTER: ADSCRITO, DANIEL CERECEDO ESTRADA 112, PERIODISTA  PACHUCA, HIDALGO, Socio desde: 1986, 01 771-718-77-60,notaria7_pachuca@hotmail.com,,
58,NOTARÍA 9, PACHUCA, HIDALGO, CARACTER: TITULAR, ABASOLO 1311 INT. C, CENTRO  PACHUCA, HIDALGO, Socio desde: 1989, LOS MISMOS,jmhinojosav@hotmail.com,,
59,NOTARÍA 8, TULANCINGO, HIDALGO, CARACTER: TITULAR, AV. JUAREZ SUR, EDIFICIO COLON 101 INT. B LOCAL 10 1ER PISO, CENTRO  TULANCINGO, HIDALGO, Socio desde: 2006,, 'net.mx');notaria8tulancingo@prodigy.net.mx],
60,NOTARÍA 7, TIZAYUCA, HIDALGO, CARACTER: TITULAR, JOSEFA ORTIZ DE DOMINGUEZ 25, BARRIO DE HUICALCO  TIZAYUCA, HIDALGO, Socio desde: 2017, 7791007625,tizayuca.notaria7@gmail.com,,
61,NOTARÍA 2, PACHUCA, HIDALGO, CARACTER: TITULAR, GLORIETA REVOLUCION 3, CENTRO  PACHUCA, HIDALGO, Socio desde: 2006, 01 771 713 70 65,notaria2pachuca@yahoo.com.mx,,
62,NOTARÍA 1, APAN, HIDALGO, CARACTER: TITULAR, REFORMA NORTE 20, CENTRO  APAN, HIDALGO, Socio desde: 2000, TEL Y FAX,not1apan@hotmail.com,,
63,NOTARÍA 24, PACHUCA, HIDALGO, CARACTER: TITULAR, AVENIDA ARBOL DEL TULE 1, SANTA ELENA  PACHUCA, HIDALGO, Socio desde: 2016, 017716885554,notaria24pachuca@gmail.com,,
64,NOTARÍA 7, TIZAYUCA, HIDALGO, CARACTER: ADSCRITO, JOSEFA ORTIZ DE DOMINGUEZ 25, BARRIO DE HUICALCO  TIZAYUCA, HIDALGO, Socio desde: 2017, 7791007625,tizayuca.notaria7@gmail.com,,
65,NOTARÍA 3, ACTOPAN, HIDALGO, CARACTER: TITULAR, OCAMPO 17, CENTRO  ACTOPAN, HIDALGO, Socio desde: 2011, ,notaria3actopan@msn.com,,
66,NOTARÍA 13, PACHUCA, HIDALGO, CARACTER: TITULAR, 5 DE FEBRERO 209, PERIODISTAS  PACHUCA, HIDALGO, Socio desde: 2006, 01 771 719 6147,notariatrecepachuca@yahoo.com.mx,,
67,NOTARÍA 1, TENANGO DE DORIA, HIDALGO, CARACTER: TITULAR, 16 DE ENERO 34, CENTRO  TENANGO DE DORIA, HIDALGO, Socio desde: 2011, ,notariapublicauno-tenango@hotmail.com,,
68,NOTARÍA 18, PACHUCA DE SOTO, HIDALGO, CARACTER: ADSCRITO, AVENIDA VICENTE SEGURA 1601, PERIODISTA  PACHUCA DE SOTO, HIDALGO, Socio desde: 2013, ,, 'mx');lorena.olivares@noblenota.mx],
69,NOTARÍA 1, TENANGO DE DORIA, HIDALGO, CARACTER: ADSCRITO, 16 DE ENERO 34, CENTRO  TENANGO DE DORIA, HIDALGO, Socio desde: 2011, ,notariapublicauno-tenango@hotmail.com,,
70,NOTARÍA 1, JACALA DE LEDEZMA, HIDALGO, CARACTER: TITULAR, CARRETERA MEXICO LAREDO KM. 265 , CENTRO  JACALA DE LEDEZMA, HIDALGO, Socio desde: 2010, ,leo19371@live.com,,
71,NOTARÍA 1, IXMIQUILPAN, HIDALGO, CARACTER: TITULAR, AV. FELIPE ANGELES 9A INT. 7 Y 8, CENTRO  IXMIQUILPAN, HIDALGO, Socio desde: 2018, 01 759 723 04 49,marcelapascoe@gmail.com,,
72,NOTARÍA 2, TULA DE ALLENDE, HIDALGO, CARACTER: ADSCRITO, MATAMOROS 204, BARRIO ALTO  TULA DE ALLENDE, HIDALGO, Socio desde: 1999, 01 773 732 0075,marcelavieyra@prodigy.net.mx,,
73,NOTARÍA 3, ZACUALTIPAN HIDALGO, HIDALGO, CARACTER: TITULAR, CALLE OLIVO 3 INT. 2DO PISO, CENTRO  ZACUALTIPAN HIDALGO, HIDALGO, Socio desde: 2011, ,notzacualtipan3@hotmail.com,,
74,NOTARÍA 2, IXMIQUILPAN, HIDALGO, CARACTER: TITULAR, PRIVADA DE PLAZA JUAREZ 10, CENTRO  IXMIQUILPAN, HIDALGO, Socio desde: 1995, 0175 9723 0421,notaria2ixmiquilpan@hotmail.com,,
75,NOTARÍA 5, SAHAGUN, HIDALGO, CARACTER: ADSCRITO, AV IGNACIO ALLENDE 11-A INT. SEGUNDO PISO, CENTRO  SAHAGUN, HIDALGO, Socio desde: 2014, 01 791 9153 323,notaria_05@hotmail.com,,
76,NOTARÍA 1, ATOTONILCO EL GRANDE, HIDALGO, CARACTER: TITULAR, AV. JUAREZ S/N, CENTRO  ATOTONILCO EL GRANDE, HIDALGO, Socio desde: 2004, 01 774 74 300 43,lyemurillo@yahoo.com.mx,,
77,NOTARÍA 6, TULANCINGO, HIDALGO, CARACTER: TITULAR, 1 DE MAYO PONIENTE INT. 306, CENTRO  TULANCINGO, HIDALGO, Socio desde: 2005, 01 775 11 203 14,notaria6tulancingo@prodigy.net.mx,,
78,NOTARÍA 8, TIZAYUCA, HIDALGO, CARACTER: TITULAR, AVENIDA JUARES NORTE 89-A, CUXTITLA  TIZAYUCA, HIDALGO, Socio desde: 2016, 017797967725,notaria8.tizayuca@gmail.com,,
79,NOTARÍA 8, TLAXCOAPAN, HIDALGO, CARACTER: TITULAR, AV. REVOLUCION 4, CENTRO  TLAXCOAPAN, HIDALGO, Socio desde: 2006, 01 778 737 14 52,notaria8tlax@hotmail.com,,
80,NOTARÍA 1, TULANCINGO, HIDALGO, CARACTER: TITULAR, PASAJE CUAUHTEMOC 2 INT. ALTOS, CENTRO  TULANCINGO, HIDALGO, Socio desde: 2010, 01 775 753 14 22,marisela.marin@gmail.com,,
81,NOTARÍA 4, PROGRESO DE OBREGON, HIDALGO, CARACTER: TITULAR, PLAZA CONSTITUCION 12 INT. 7, CENTRO  PROGRESO DE OBREGON, HIDALGO, Socio desde: 2005, 01 738-73-57-558,notaria4mix@hotmail.com,,
82,NOTARÍA 3, TIZAYUCA, HIDALGO, CARACTER: ADSCRITO, AV. JUAREZ NORTE 115, CENTRO  TIZAYUCA, HIDALGO, Socio desde: 2010, 01 779 796 2515,mepml@hotmail.com,,
83,NOTARÍA 6, PACHUCA, HIDALGO, CARACTER: TITULAR, JAIME NUNO 304, PERIODISTAS  PACHUCA, HIDALGO, Socio desde: 1998, 01 771 713-27-77,notaria6pachuca@gmail.com,,
84,NOTARÍA 6, PACHUCA, HIDALGO, CARACTER: ADSCRITO, JAIME NUNO 304, PERIODISTA  PACHUCA, HIDALGO, Socio desde: 2015, ,martinislass@gmail.com,,
85,NOTARÍA 2, ATOTONILCO EL GRANDE, HIDALGO, CARACTER: TITULAR, CUAUHTEMOC 200, ATOTONILCO EL GRANDE CENTRO  ATOTONILCO EL GRANDE, HIDALGO, Socio desde: 2015, 01 774 743 0257,notariapublica2_atotonilco@hotmail.com,,
86,NOTARÍA 5, TULANCINGO, HIDALGO, CARACTER: ADSCRITO, AV. JUAREZ SUR 109, CENTRO  TULANCINGO, HIDALGO, Socio desde: 1989, 01 775 753.42.45,notarianum5tulancingo@hotmail.com,,
87,NOTARÍA 1, ACTOPAN, HIDALGO, CARACTER: TITULAR, ZARAGOZA 1 – A INT. ALTOS 1,2,3 Y 5, CENTRO  ACTOPAN, HIDALGO,, 'prodigy', 'net.mx');loma620615@prodigy.net.mx]
88,NOTARÍA 1, HUEJUTLA, HIDALGO, CARACTER: TITULAR, GENERALES AZUARA 27, CENTRO  HUEJUTLA, HIDALGO, Socio desde: 1998, (01 789) 896-03-86,notaria1huejutla@prodigy.net.mx,,
89,NOTARÍA 1, MOLANGO DE ESCAMILLA, HIDALGO, CARACTER: TITULAR, PLAZA DE LA REPUBLICA 25, CENTRO  MOLANGO DE ESCAMILLA, HIDALGO, Socio desde: 2000, 01-774-74-504-75,oscarjaime5@prodigy.net.mx,,
90,NOTARÍA 2, HUICHAPAN, HIDALGO, CARACTER: ADSCRITO, BENITO JUAREZ 12, CENTRO  HUICHAPAN, HIDALGO, Socio desde: 2018, 01 761 782 07 09,notaria2huichapan@hotmail.com,,
91,NOTARÍA 18, PACHUCA, HIDALGO, CARACTER: TITULAR, AV. VICENTE SEGURA 1601 INT. 1, PERIODISTA  PACHUCA, HIDALGO, Socio desde: 1992, ,luis.noble@noblenota.mx,,
92,NOTARÍA 1, PACHUCA DE SOTO, HIDALGO, CARACTER: TITULAR, MATAMOROS 303, CENTRO  PACHUCA DE SOTO, HIDALGO, Socio desde: 1976, ,notaria1pachuca@yahoo.com.mx,,
93,NOTARÍA 1, TULA DE ALLENDE, HIDALGO, CARACTER: TITULAR, LEANDRO VALLE 37, CENTRO  TULA DE ALLENDE, HIDALGO, Socio desde: 2000, 0177 3732 0240,rasicilia@hotmail.com,,
94,NOTARÍA 1, ZIMAPAN, HIDALGO, CARACTER: TITULAR, LEANDRO VALLE S/N, CENTRO  ZIMAPAN, HIDALGO, Socio desde: 2003, 01 75 97 28 23 99,galindo_56@hotmail.com,,
95,NOTARÍA 2, HUICHAPAN, HIDALGO, CARACTER: TITULAR, BENITO JUAREZ 12, CENTRO  HUICHAPAN, HIDALGO, Socio desde: 2007, 17617821868,notaria2huichapan@hotmail.com,,
96,NOTARÍA 2, ACTOPAN, HIDALGO, CARACTER: TITULAR, I. ALLENDE 68, CENTRO  ACTOPAN, HIDALGO, Socio desde: 2003, 0177 2727 2706,rociogtzrivera1@hotmail.com,,
97,NOTARÍA 9, TULA DE ALLENDE, HIDALGO, CARACTER: TITULAR, IGNACIO ALLENDE 4, CENTRO  TULA DE ALLENDE, HIDALGO, Socio desde: 2010, 01 773 732 2868,rodolfomiranda@notaria9tula.com,,
98,NOTARÍA 2, ZACUALTIPAN DE ANGELES, HIDALGO, CARACTER: TITULAR, AV. VARGAS LUGO 7, CENTRO  ZACUALTIPAN DE ANGELES, HIDALGO, Socio desde: 2008, 01 774 742 5503,notariolicnerisosa@hotmail.com,,
99,NOTARÍA 26, PACHUCA, HIDALGO, CARACTER: TITULAR, BOULEVARD VALLE DE SAN JAVIER 433, FRACCIONAMIENTO VALLE DE SAN JAVIER  PACHUCA, HIDALGO, Socio desde: 2011, 7717197431,sgonzalez@colegiodenotarioshidalgo.org.mx,,
100,NOTARÍA 5, IXMIQUILPAN, HIDALGO, CARACTER: ADSCRITO, AV. INSURGENTES 18-A, JESUS  IXMIQUILPAN, HIDALGO, Socio desde: 2013, ,notaria5ixmiquilpan@gmail.com,,
101,NOTARÍA 09, TIZAYUCA, HIDALGO, CARACTER: TITULAR, AVENIDA JUAREZ SUR 55 INT. 1ER PISO–, CENTRO  TIZAYUCA, HIDALGO, Socio desde: 2017, 01 779 796 37 48,notaria9tizayuca@gmail.com,,
102,NOTARÍA 5, PROGRESO DE OBREGON, HIDALGO, CARACTER: TITULAR, AVENIDA EMILIANO ZAPATA 80-A INT. 2DO. PISO INTERIOR 2, CENTRO  PROGRESO DE OBREGON, HIDALGO, Socio desde: 2011, 01 738 7358 006,notaria5mixquiahuala@hotmail.com,,
103,NOTARÍA 7, TULA DE ALLENDE, HIDALGO, CARACTER: TITULAR, AV. LEANDRO VALLE 102 INT. 10, CENTRO  TULA DE ALLENDE, HIDALGO, Socio desde: 2003, 0177 3733 6020,7336020@prodigy.net.mx,,
104,NOTARÍA 11, PACHUCA, HIDALGO, CARACTER: TITULAR, LEANDRO VALLE 200, CENTRO  PACHUCA, HIDALGO, Socio desde: 1989, 01 771-715-16-34,notaria11_pa@hotmail.com,,
105,NOTARÍA 7, ACTOPAN, HIDALGO, CARACTER: TITULAR, LERDO DE TEJADA 97, OBRERA  ACTOPAN, HIDALGO, Socio desde: 2016, 772 728 23 73,vkananm@n7a.com.mx,,
106,NOTARÍA 5, SAHAGUN, HIDALGO, CARACTER: TITULAR, AV. IGNACIO ALLENDE S/N INT. LETRA A SEGUNDO PISO, CENTRO  SAHAGUN, HIDALGO, Socio desde: 2019, 01 791 915 33 34,notaria_05@hotmail.com,,
107,NOTARÍA 8, ACTOPAN, HIDALGO, CARACTER: TITULAR, ALLENDE 39, CENTRO  ACTOPAN, HIDALGO, Socio desde: 2016, 7727282303,notariaochoactopan@outlook.com,,
108,NOTARÍA 17, PACHUCA, HIDALGO, CARACTER: ADSCRITO, JOSE MARIA BANDERA 800, FRACCIONAMIENTO TIRO TULA  PACHUCA, HIDALGO, Socio desde: 2012, 01 771 107 0946,contacto@notaria17hidalgo.com,,
109,NOTARÍA 3, PACHUCA DE SOTO, HIDALGO, CARACTER: ADSCRITO, BLVD. VALLE DE SAN JAVIER 101 INT. 5 PISO, VALLE DE SAN JAVIER  PACHUCA DE SOTO, HIDALGO, Socio desde: 2019, 01771 18 3581,ykt@notariatrespachuca.mx,,
