,0,1,2,3,4,5,6,7,8,11,12,13
15,NOTARÍA 121, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, TORRE REFORMA LATINO PASEO DE LA REFORMA 296 INT. PISO 29, JUAREZ  MEXICO, CIUDAD DE MEXICO, Socio desde: 2003, 9183 3370,amastachi@notaria121cdmx.com,,
16,NOTARÍA 146, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, BARRANCA DEL MUERTO 486, LOS ALPES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1987, 5593 0336,not146@prodigy.net.mx,,
17,NOTARÍA 101, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALLE NICOLAS SAN JUAN 327, NARVARTE  MEXICO, CIUDAD DE MEXICO, Socio desde: 2010, 56 39 7613,notarias46y101@hotmail.com,,
18,NOTARÍA 195, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. NUEVO LEON 38, HIPODROMO CONDESA  MEXICO, CIUDAD DE MEXICO, Socio desde: 2008, 55 53 5658,pbandala@notarias195y18.com,,
19,NOTARÍA 178, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. AZCAPOTZALCO 460, AZCAPOTZALCO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1984, TELEFONOS Y FAXES,ajc@notaria178.com.mx,,
20,NOTARÍA 233, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTES URALES 220, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1998, ,agadame@notaria233.com,,
21,NOTARÍA 231, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. TECAMACHALCO LADO SUR 14 INT. PISO 6 LADO SUR, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1998, 55203829,aandere@notaria231.com.mx,,
22,NOTARÍA 250, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTE PELVOUX 130 INT. 2NDO PISO, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 2008, 55405984 EXT 113,alopez@notaria250.com.mx,,
23,NOTARÍA 199, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, INSURGENTES SUR 1020, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 1986, 55 59 91 66,notario@notaria199.com,,
24,NOTARÍA 164, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, FRANCISCO PETRARCA 250, CHAPULTEPEC MORALES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1983, 5531 4867,antoniovelarde@notaria164df.com,,
25,NOTARÍA 172, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CIENFUEGOS 756, LINDAVISTA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1983, 55-86-03-06,licinfanzon@prodigy.net.mx,,
26,NOTARÍA 103, DISTRITO FEDERAL, CIUDAD DE MEXICO, CARACTER: SUPLENTE, CALLE ASTURIAS 43, INSURGENTES MIXCOAC  DISTRITO FEDERAL, CIUDAD DE MEXICO, Socio desde: 2015, 67261171,notaria103@notaria103df.mx,,
27,NOTARÍA 46, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, NICOLAS SAN JUAN 327, NARVARTE  MEXICO, CIUDAD DE MEXICO, Socio desde: 1990, ,notarias46y101@hotmail.com,,
28,NOTARÍA 119, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AVE. RENATO LEDUC 77, TORIELLO GUERRA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1991, ,notario119@not119y12.com,,
29,NOTARÍA 49, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, SANTA MARGARITA 509, INSURGENTES SAN BORJA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1994, 5559 8276,arturo.sobrino@not49.com.mx,,
30,NOTARÍA 122, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. DE LAS FUENTES 509, JARDINES DEL PEDREGAL  MEXICO, CIUDAD DE MEXICO, Socio desde: 2004, ,a.talavera@notaria122.com.mx,,
31,NOTARÍA 7, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, DESCARTES 54 INT. PISO 10, ANZURES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, TEL Y FAX,benitoguerra@notaria7cdmx.com,,
32,NOTARÍA 28, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. DE LAS PALMAS 405 INT. DESP 701, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1983, 5520 2568,cyvnot28@prodigy.net.mx,,
33,NOTARÍA 165, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, BOULEVARD MANUEL AVILA CAMACHO 88 INT. DESPACHO 303, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1982, 5386 1812,c.sotelo@notaria165.com,,
34,NOTARÍA 11, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, SENECA 413, PALMAS POLANCO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 52117141,notariaonce@notariaonce.com,,
35,NOTARÍA 227, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MOCTEZUMA 43, TORIELLO GUERRA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1995, 5665 0622,notaria227@notaria227.com.mx,,
36,NOTARÍA 187, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, GUANAJUATO 191 INT. 4TO PISO, ROMA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 55-64-40-83,notaria187df@notariadomexicano.org.mx,,
37,NOTARÍA 51, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. JUAREZ, CONJUNTO PLAZA JUAREZ 30 INT. 3ER PISO, CENTRO  MEXICO, CIUDAD DE MEXICO, Socio desde: 2004,, 'com.mx');notario@notaria51df.com.mx],
38,NOTARÍA 232, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTECITO 38 INT. PISO 36 OFICINA 24, NAPOLES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1998, 5523 6449,correarojo@me.com,,
39,NOTARÍA 137, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO AMAZONAS 33 INT. 3ER PISO, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1973, 5546 3024,not@not137125.com.mx,,
40,NOTARÍA 176, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALZADA DE TLALPAN 4797 INT. PISO 2, CENTRO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1985, ,not176df@prodigy.net.mx,,
41,NOTARÍA 37, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. MEXICO 39, DEL CARMEN COYOACAN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 5658.30.66,not37@prodigy.net.mx,,
42,NOTARÍA 40, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO TIBER 100 INT. SEGUNDO PISO, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1967, 5525 0256,cpa@notariocprietoa.com,,
43,NOTARÍA 72, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, GALICIA 24, INSURGENTES MIXCOAC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1989, 5598 7219,notaria72@prodigy.net.mx,,
44,NOTARÍA 151, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. SAN JERONIMO 452, JARDINES DEL PEDREGAL  MEXICO, CIUDAD DE MEXICO, Socio desde: 1981, 5481 2340,cgonzalezm@notaria151.com.mx,,
45,NOTARÍA 244, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTE LIBANO 960, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 2006, 26 23 16 75 EXT. 202,cpola_not244@prodigy.net.mx,,
46,NOTARÍA 87, CIUDAD DE MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, LONDRES 41, DEL CARMEN  CIUDAD DE MEXICO, CIUDAD DE MEXICO, Socio desde: 2017, 56885551,calvarez@not87df.com,,
47,NOTARÍA 204, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, COCOTEROS 2, NUEVA SANTA MARIA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1998, 53-41-40-17,cesarhvg@prodigy.net.mx,,
48,NOTARÍA 6, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MINERVA 44, CREDITO CONSTRUCTOR  MEXICO, CIUDAD DE MEXICO, Socio desde: 2012, 56 61 6988,chr@notaria6cdmx.mx,,
49,NOTARÍA 190, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, ARENAL 7, HACIENDA DE GUADALUPE CHIMALISTAC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1985, ,not190@prodigy.net.mx,,
50,NOTARÍA 57, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PESTALOZZI 803, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 1988, 5536 7433,dfigueroa@notaria57df.com.mx,,
51,NOTARÍA 113, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CAMINO AL DESIERTO DE LOS LEONES 31 INT. 301, SAN ANGEL  MEXICO, CIUDAD DE MEXICO, Socio desde: 2009, 56 16 2388,not113@prodigy.net.mx,,
52,NOTARÍA 191, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. DESIERTO DE LOS LEONES 31 INT. 301, SAN ANGEL  MEXICO, CIUDAD DE MEXICO, Socio desde: 1987, 5616 2388,not191@prodigy.net.mx,,
53,NOTARÍA 248, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PRADO SUR 225, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 2006, 52 02 02 70,, 'com.mx');egarcia@notaria248.com.mx],
54,NOTARÍA 15, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PRADO SUR 225, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1987, 5520 2530,egarcia@notaria15cdmx.com,,
55,NOTARÍA 135, CIUDAD DE MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PROVIDENCIA 1000, DEL VALLE  CIUDAD DE MEXICO, CIUDAD DE MEXICO, Socio desde: 2018, 56 01 21 05,egarduno@notarias211y135.mx,,
56,NOTARÍA 71, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, ALEJANDRO DUMAS 134, POLANCO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1995, ,emunoz@notaria71.com.mx,,
57,NOTARÍA 56, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MIRAFLORES 230, INSURGENTES SAN BORJA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1981, 54489040,emartinez@notaria56.com.mx,,
58,NOTARÍA 214, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CUITLAHUAC 101 INT. BIS, TORIELLO GUERRA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1995, 811 70 780,evl_not214@prodigy.net.mx,,
59,NOTARÍA 25, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, INSURGENTES SUR 1605 INT. PISO 15, SAN JOSE INSURGENTES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1989, 56 63.40.45,zubirianotario@prodigy.net.mx,,
60,NOTARÍA 198, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV.TAXQUENA 1385, CAMPESTRE CHURUBUSCO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1986, 5549 0777,notario@notaria198df.com.mx,,
61,NOTARÍA 192, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PLAYA ERIZO 34, REFORMA IZTACCIHUATL  MEXICO, CIUDAD DE MEXICO, Socio desde: 1987, 5696 0987,, 'net.mx');not192edm@prodigy.net.mx],
62,NOTARÍA 194, CIUDAD DE MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, INSURGENTES SUR 1388 INT. DESPACHO 902, ACTIPAN  CIUDAD DE MEXICO, CIUDAD DE MEXICO, Socio desde: 2016, 55 24 11 63,zapata@notaria194.com,,
63,NOTARÍA 225, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. INSURGENTES SUR 1673 INT. 901, 902, 903, GUADALUPE INN  MEXICO, CIUDAD DE MEXICO,, 'hotmail', 'com');zapatanotario225@hotmail.com]
64,NOTARÍA 196, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALZADA DEL ARENAL 563, ARENAL TEPEPAN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1989, 5653 7423,espa@notaria196df.com.mx,,
65,NOTARÍA 94, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PASEO DE LOS TAMARINDOS 150 SECCION D INT. PLANTA BAJA, BOSQUES DE LAS LOMAS  MEXICO, CIUDAD DE MEXICO, Socio desde: 2004, ,enamur@notaria94.com.mx,,
66,NOTARÍA 216, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, SAN FRANCISCO 409, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 2007, 56829755,notaria216@prodigy.net.mx,,
67,NOTARÍA 219, TLALPAN, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. SAN FERNANDO 469 INT. CASA 9, SAN FERNANDO  TLALPAN, CIUDAD DE MEXICO, Socio desde: 2008, 5171-6771,notaria219df@gmail.com,,
68,NOTARÍA 35, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. 5 DE MAYO 27 INT. 5 PISO, CENTRO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1994, ,not35df@prodigy.net.mx,,
69,NOTARÍA 4, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO EBRO 58, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 52.07.52.63/81,ponzac@notaria4.com,,
70,NOTARÍA 48, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PRAGA 39 INT. PISO 2, JUAREZ  MEXICO, CIUDAD DE MEXICO, Socio desde: 1975, 55-25-68-22,notarias48y206@mexis.com,,
71,NOTARÍA 105, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. ALVARO OBREGON 121 INT. DESP 101, ROMA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1994, TODOS LOS TELEFONOS,notaria105df@prodigy.net.mx,,
72,NOTARÍA 17, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALZADA DE GUADALUPE 375, GUADALUPE TEPEYAC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1994, 55-37-15-84,catamuro@prodigy.net.mx,,
73,NOTARÍA 235, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALLE LAGUNA DE TERMINOS NO 221 TORRE A INT. PISO 12 OFICINA 1201, GRANADA  MEXICO, CIUDAD DE MEXICO, Socio desde: 2002, LOS MISMOS,notdavilarebollar@prodigy.net.mx,,
74,NOTARÍA 12, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RENATO LEDUC 77, TORIELLO GUERRA  MEXICO, CIUDAD DE MEXICO, Socio desde: 2008, 55 2809 69,notario12@not119y12.com,,
75,NOTARÍA 148, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, DANUBIO 110, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1976, TEL Y FAX,not148df@prodigy.net.mx,,
76,NOTARÍA 117, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. REVOLUCION 88 INT. PRIMER PISO, TACUBAYA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1975, 5277 4794,sanchezdominguez@notaria117df.com,,
77,NOTARÍA 16, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO NILO 40, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1970, TELS Y FAX,ffcueto@gmail.com,,
78,NOTARÍA 212, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, GOLDSMITH 116, POLANCO REFORMA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1998, 52 81 52 45,fhugues@notarias212y246.com,,
79,NOTARÍA 32, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PROL. EMILIANO ZAPATA 53 INT. B, UNIDAD MODELO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 5582 0398,pacnot32@prodigy.net.mx,,
80,NOTARÍA 74, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, INSURGENTES SUR 1605 INT. PISO 11, SAN JOSE INSURGENTES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1989, 56 61 28 39,arce@notaria74.com.mx,,
81,NOTARÍA 75, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTES URALES 735, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 2008, 55 20 3120,notario75@gmail.com,,
82,NOTARÍA 147, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MONTE BLANCO 510, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1976, 55-20-07-83,fjgutierrez@notaria147.com.mx,,
83,NOTARÍA 73, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, MARTIN MENDALDE 1422 INT. 101, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 1989, ,notaria73df@notaria73df.com.mx,,
84,NOTARÍA 145, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, ANGEL URRAZA 319, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 2005, 5575 0351,fvisoso@notaria145.com.mx,,
85,NOTARÍA 221, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CAMINO A SANTA TERESA 1040 INT. OFNA 602, JARDINES EN LA MONTAÑA  MEXICO, CIUDAD DE MEXICO, Socio desde: 2004, 2615-7020 EXT. 121,fta@notaria221.mx,,
86,NOTARÍA 173, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV.PROGRESO 158 INT. 1ER PISO, BARRIO DE SANTA CATARINA COYOACAN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1982, 1085 31 73 EXT. 231,arredondo@notaria173.com,,
87,NOTARÍA 131, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALZADA SANTA CATARINA 238 ALTAVISTA, SAN ANGEL INN  MEXICO, CIUDAD DE MEXICO, Socio desde: 2004, 5550 9281,notaria131df@gmail.com,,
88,NOTARÍA 207, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, GENERAL CANO 83, SAN MIGUEL CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1997, 52-76-61-61 Y 52 76 6,golivera@notarios-asociados.com,,
89,NOTARÍA 245, CIUDAD DE MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, LEON FELIPE 55, TLACOPAC SAN ANGEL  CIUDAD DE MEXICO, CIUDAD DE MEXICO, Socio desde: 2005, 56 63 11 77,notaria245@notaria245.com.mx,,
90,NOTARÍA 89, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO LERMA 198 INT. 6TO PISO, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1986, 5208 7087,gerardo@notariacorrea.com,,
91,NOTARÍA 79, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, LOUISIANA 17, NÁPOLES  MEXICO, CIUDAD DE MEXICO, Socio desde: 2012, ,notario79@notaria79.com.mx,,
92,NOTARÍA 98, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, ALTAVISTA 83, SAN ANGEL  MEXICO, CIUDAD DE MEXICO, Socio desde: 2009, ,gortiz@notarias98y24.com.mx,,
93,NOTARÍA 160, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CALZADA DEL HUESO 120, EX-HACIENDA COAPA  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, TEL Y FAX,grogrogpe@prodigy.net.mx,,
94,NOTARÍA 247, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, SENECA 134 INT. 5TO PISO, MORALES POLANCO  MEXICO, CIUDAD DE MEXICO, Socio desde: 2006, 5281 8855,gvigil@not247.mx,,
95,NOTARÍA 243, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, PASEO DE LA REFORMA 115 INT. PISO 14 INT. 1401, LOMAS DE CHAPULTEPEC  MEXICO, CIUDAD DE MEXICO, Socio desde: 2005, 5202 4300,gescamilla@notaria243.com,,
96,NOTARÍA 246, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, GOLDSMITH 116, POLANCO REFORMA  MEXICO, CIUDAD DE MEXICO, Socio desde: 2005, 52 81 52 45,goliver@notarias212y246.com,,
97,NOTARÍA 166, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, SAN FRANCISCO 419, DEL VALLE  MEXICO, CIUDAD DE MEXICO, Socio desde: 1984, 5543 9508,not166df@prodigy.net.mx,,
98,NOTARÍA 133, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, INSURGENTES SUR 1853 INT. PRIMER PISO, GUADALUPE INN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 5661 6421,notaria133df@yahoo.com.mx,,
99,NOTARÍA 201, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, TORRE MURANO’ INSURGENTES SUR ‘ 2453 INT. 302, SAN ANGEL  MEXICO, CIUDAD DE MEXICO, Socio desde: 1994, 53 77 18 88,hcardenas@notaria201.com.mx,,
100,NOTARÍA 234, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, BARRANCA DEL MUERTO 210, COL. GUADALUPE INN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1997, ,htrejo@notaria234df.com,,
101,NOTARÍA 69, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO SAN ANGEL 79, GUADALUPE INN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1993, 5661 1464,clientes@notaria69df.com.mx,,
102,NOTARÍA 54, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, AV. CINCO DE MAYO 27 INT. 9NO PISO, CENTRO  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, 5521 0063,notaria54homerodf@hotmail.com,,
103,NOTARÍA 116, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO SENA 101, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1975, 5525.29.86 Y 5525 2571,irmoralesl@notaria116df.com.mx,,
104,NOTARÍA 129, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, CABALLOCALCO 42 INT. 110, DEL CARMEN COYOACAN  MEXICO, CIUDAD DE MEXICO, Socio desde: 1972, 5339 1160,notaria129@notaria129.com.mx,,
105,NOTARÍA 13, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, RIO AMAZONAS 47, CUAUHTEMOC  MEXICO, CIUDAD DE MEXICO, Socio desde: 1992, ,sotosobreyra@prodigy.net.mx,,
106,NOTARÍA 58, MEXICO, CIUDAD DE MEXICO, CARACTER: TITULAR, BAHIA DE LA CONCEPCION 14 INT. 2NDO PISO, VERONICA ANZURES  MEXICO, CIUDAD DE MEXICO, Socio desde: 1996, 5260 7897 EXT.116,notaria58@prodigy.net.mx,,
