,0,1,2,3,4,5,6,7,8,11,12,13
10,NOTARÍA 50, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. AGUASCALIENTES 806 SUR, FRACC. JARDINES DE LAS FUENTES  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2008, LOS MISMOS,notaria_50@hotmail.com,,
11,NOTARÍA 27, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV CONVENCION SUR 1021, SANTA ELENA  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2014, ,flvp@notaria27ags.com.mx,,
12,NOTARÍA 35, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. UNIVERSIDAD, EDIF, TORRE PLAZA BOSQUES 1001 INT. PISO 7 OF 713, BOSQUES DEL PRADO NTE.  AGUASCALIENTES, AGUASCALIENTES,, 'hotmail', 'com');nota35qu@hotmail.com]
13,NOTARÍA 52, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, JESUS F CONTRERAS 127, BARRIO DE SAN MARCOS  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2011, 01 449 994 2217,notariapublica52@gmail.com,,
14,NOTARÍA 32, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, PLAZA KRISTAL INT. 2NDO PISO LOCAL 212, SAN LUIS  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2006, 01 449 918 1006,notaria32ags@hotmail.com,,
15,NOTARÍA 1, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, HORNEDO 225, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2006, 01 449 915 21 19,notaria1_ags@yahoo.com.mx,,
16,NOTARÍA 51, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, SIERRA DE LAS PALOMAS 101 INT. PISO 5, BOSQUES DEL PRADO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2010, ,notario@notaria51ags.com.mx,,
17,NOTARÍA 56, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, MONTES HIMALAYA 134-A, LOS BOSQUES  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2011, 14491531510,notaria56ags@gmail.com,,
18,NOTARÍA 38, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, CALLE BRASILIA 402, FRACCIONAMIENTO LA FUENTE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 1994, 0144 9918 1194,mami8956@hotmail.com,,
19,NOTARÍA 26, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. CONVENCION SUR 1009, JARDINES DE AGUASCALIENTES  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2006, 01 449 913 9661,tacj62@hotmail.com,,
20,NOTARÍA 43, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. FRANCISCO I . MADERO 251 INT. 202, ZONA CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2009, 01 (449) 918 2263,notaria43.ags@hotmail.com,,
21,NOTARÍA 9, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, REPUBLICA DE PANAMA 613 – A INT. 101, LAS AMERICAS  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2008, 01 449 916 0877,avilaguelmx@yahoo.com.mx,,
22,NOTARÍA 20, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, SIERRA DE LAS PALOMAS 218 INT. 3, FRACC. BOSQUES DEL PRADO SUR  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2002, 0144 9914 0004,notaria20.ags@martinezestebanez.com.mx,,
23,NOTARÍA 3, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, HEROES DE CHAPULTEPEC 102 OTE, BARRIO DEL ENCINO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2007, 01 449 916 9622,jvillalobos@notaria3ags.com.mx,,
24,NOTARÍA 44, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, PASEO JUAN DE TOLOSA 1319 INT. 1, JARDINES DE LA LUZ  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2004, 0144 9978 9907,notaria44ags@prodigy.net.mx,,
25,NOTARÍA 14, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. LAS AMERICAS 1808 INT. 9, FRACC. EL DORADO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2005, LOS MISMOS,jsernala@yahoo.com.mx,,
26,NOTARÍA 53, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, ALVARO OBREGON 435, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2011, 01 449 916 9438,notaria53ags@hotmail.com,,
27,NOTARÍA 8, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, MONTES HIMALAYA 136, LOMAS DEL CAMPESTRE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2005, 01 449 996 5300,leonrjj@gmail.com,,
28,NOTARÍA 28, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. LAS AMERICAS 401 INT. 302, LA FUENTE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2018, 01 449 916 40 56,karen@notaria28aguascalientes.com,,
29,NOTARÍA 21, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, VAZQUEZ DEL MERCADO 101 INT. 203, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2008, 01 449 916 0607,notaria21@yahoo.com,,
30,NOTARÍA 12, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. LAS AMERICAS 602 INT. 1ER PISO, FRACCIONAMIENTO LA FUENTE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2006, 01 449 916 90 94,notario12lic@yahoo.com.mx,,
31,NOTARÍA 45, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, SIERRA NEVADA 112, FRACC. BOSQUES  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2004, 0144 9914 3693,notaria45ags@yahoo.com.mx,,
32,NOTARÍA 30, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, REPUBLICA DE ECUADOR 709, FRACCIONAMIENTO SANTA ELENA  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 1994, 01 449 9 15 30 91,nota30.gaby@gmail.com,,
33,NOTARÍA 36, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, HORNEDO 413, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 1995, 0144 9918 5010,notaria36_ags@hotmail.com,,
34,NOTARÍA 5, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AVE. MADERO 442 INT. P.B., ZONA CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2010, 07 449 916 9773,notaria@notaria5ags.com,,
35,NOTARÍA 10, AGUASCALIENTES, AGUASCALIENTES, CARACTER: SUPERNUMERARIO, AV. LAS AMERICAS 1001, SANTA ELENA  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2018, 01 449 978 08 28,notaria10ags@notaria10ags.mx,,
36,NOTARÍA 41, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, RIVERO Y GUTIERREZ 324 INT. 2, ZONA CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2006, 01 449 918 3298,pilarhandal@yahoo.com.mx,,
37,NOTARÍA 7, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, MOCTEZUMA 109, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2016, 4499163670,mpreynoso@notaria7.com.mx,,
38,NOTARÍA 25, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, SIERRA DE PINOS 108, BOSQUES DEL PRADO SUR  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2010, 01 449 996 4511,notario@notaria25ags.com,,
39,NOTARÍA 39, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, BLVD. MIGUEL DE LA MADRID 1922, CAMPESTRE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2010, 01 449 914 8989,ogranados@notaria39.org,,
40,NOTARÍA 34, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, ALFONSO AVALOS 616 INT. PISO 1, FRACC. FUENTES DE LA ASUNCION  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 1999, LOS MISMOS,notariaags34@prodigy.net.mx,,
41,NOTARÍA 62, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. AGUASCALIENTES NORTE 413 INT. 401, BOSQUES DEL PRADO SUR  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2018, 01 449 890 60 78,notaria62ags@gmail.com,,
42,NOTARÍA 37, MEXICO, AGUASCALIENTES, CARACTER: SUPERNUMERARIO, AVENIDA HEROE DE NACOZARI 704 INT. NORTE, GREMIAL  MEXICO, AGUASCALIENTES, Socio desde: 2017, 01 449 918 51 70,notaria37@hotmail.com,,
43,NOTARÍA 33, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, SIERRA DEL LAUREL 320, FRACC. BOSQUES DEL PRADO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 1990, 0144 9912 3393,rtb@notaria33ags.com,,
44,NOTARÍA 57, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. FRANCISCO I. MADERO 450 INT. PISO 2, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2018, 01 44 94 73 43 58,sreynoso@notaria57ags.com.mx,,
45,NOTARÍA 4, AGUASCALIENTES, AGUASCALIENTES, CARACTER: SUPERNUMERARIO, HIDALGO 201 INT. ALTOS, CENTRO  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2018, 01 449 915 23 21,victormanuji@gmail.com,,
46,NOTARÍA 16, AGUASCALIENTES, AGUASCALIENTES, CARACTER: TITULAR, AV. LAS AMERICAS 602 INT. 1ER PISO, LA FUENTE  AGUASCALIENTES, AGUASCALIENTES, Socio desde: 2008, 01 449 915 8244,notaria16aguascalientes@gmail.com,,
